date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:37	109886/109886	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/js/jquery.themepunch.revolution.min.js	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/js/jquery.themepunch.revolution.min.js	(from https://zligger.com/index.html_)
14:25:37	3333/3333	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/js/scripts.js	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/js/scripts.js	(from https://zligger.com/index.html_)
14:25:38	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/css/owl.video.play.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/owl.video.play.32.delayed	(from https://zligger.com/css/owl.carousel.css)
14:25:40	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/css/fancybox_sprite.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/fancybox_sprite.33.delayed	(from https://zligger.com/css/jquery.fancybox.css?v=2.1.5)
14:25:41	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/css/fancybox_loading.gif	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/fancybox_loading.34.delayed	(from https://zligger.com/css/jquery.fancybox.css?v=2.1.5)
14:25:43	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/css/blank.gif	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/blank.35.delayed	(from https://zligger.com/css/jquery.fancybox.css?v=2.1.5)
14:25:44	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/css/fancybox_sprite@2x.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/fancybox_sprite@2x.36.delayed	(from https://zligger.com/css/jquery.fancybox.css?v=2.1.5)
14:25:45	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/css/fancybox_loading@2x.gif	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/fancybox_loading@2x.37.delayed	(from https://zligger.com/css/jquery.fancybox.css?v=2.1.5)
14:25:47	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/font/revicons.eot?5510888	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/font/revicons.3890c6.delayed	(from https://zligger.com/css/settings.css)
14:25:49	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/font/revicons.woff?5510888	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/font/revicons.3990c6.delayed	(from https://zligger.com/css/settings.css)
14:25:51	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/font/revicons.ttf?5510888	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/font/revicons.3a90c6.delayed	(from https://zligger.com/css/settings.css)
14:25:52	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/font/revicons.svg?5510888	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/font/revicons.3b90c6.delayed	(from https://zligger.com/css/settings.css)
14:25:54	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/gridtile.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/gridtile.3c.delayed	(from https://zligger.com/css/settings.css)
14:25:55	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/gridtile_white.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/gridtile_white.3d.delayed	(from https://zligger.com/css/settings.css)
14:25:57	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/gridtile_3x3.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/gridtile_3x3.3e.delayed	(from https://zligger.com/css/settings.css)
14:25:58	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/gridtile_3x3_white.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/gridtile_3x3_white.3f.delayed	(from https://zligger.com/css/settings.css)
14:26:00	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/shadow1.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/shadow1.40.delayed	(from https://zligger.com/css/settings.css)
14:26:01	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/shadow2.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/shadow2.41.delayed	(from https://zligger.com/css/settings.css)
14:26:03	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/shadow3.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/shadow3.42.delayed	(from https://zligger.com/css/settings.css)
14:26:04	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/images/gradient/g30.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/gradient/g30.43.delayed	(from https://zligger.com/css/settings.css)
14:26:06	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/images/gradient/g40.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/gradient/g40.44.delayed	(from https://zligger.com/css/settings.css)
14:26:07	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/boxed_bgtile.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/boxed_bgtile.45.delayed	(from https://zligger.com/css/settings.css)
14:26:08	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/navigdots_bgtile.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/navigdots_bgtile.46.delayed	(from https://zligger.com/css/settings.css)
14:26:10	2254/2254	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2010:38:51%20GMT	https://zligger.com/images/bullet.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/bullet.png	(from https://zligger.com/css/settings.css)
14:26:11	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/images/bullets.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/bullets.48.delayed	(from https://zligger.com/css/settings.css)
14:26:12	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/bullets2.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/bullets2.49.delayed	(from https://zligger.com/css/settings.css)
14:26:15	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/bullet_boxed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/bullet_boxed.4a.delayed	(from https://zligger.com/css/settings.css)
14:26:17	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/navigdots.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/navigdots.4b.delayed	(from https://zligger.com/css/settings.css)
14:26:18	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/large_left.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/large_left.4c.delayed	(from https://zligger.com/css/settings.css)
14:26:21	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/large_right.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/large_right.4d.delayed	(from https://zligger.com/css/settings.css)
14:26:23	670/670	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jun%202014%2009:08:52%20GMT	https://zligger.com/images/small_left.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/small_left.png	(from https://zligger.com/css/settings.css)
14:26:24	668/668	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Jun%202014%2009:08:52%20GMT	https://zligger.com/images/small_right.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/small_right.png	(from https://zligger.com/css/settings.css)
14:26:26	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/arrow_left.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/arrow_left.50.delayed	(from https://zligger.com/css/settings.css)
14:26:27	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/arrow_right.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/arrow_right.51.delayed	(from https://zligger.com/css/settings.css)
14:26:28	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/small_left_boxed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/small_left_boxed.52.delayed	(from https://zligger.com/css/settings.css)
14:26:30	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/small_right_boxed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/small_right_boxed.53.delayed	(from https://zligger.com/css/settings.css)
14:26:31	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/arrowleft.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/arrowleft.54.delayed	(from https://zligger.com/css/settings.css)
14:26:33	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/arrowright.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/arrowright.55.delayed	(from https://zligger.com/css/settings.css)
14:26:34	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/arrow_left2.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/arrow_left2.56.delayed	(from https://zligger.com/css/settings.css)
14:26:36	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/arrow_right2.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/arrow_right2.57.delayed	(from https://zligger.com/css/settings.css)
14:26:37	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/coloredbg.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/coloredbg.58.delayed	(from https://zligger.com/css/settings.css)
14:26:39	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/assets/loader.gif	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/assets/loader.59.delayed	(from https://zligger.com/css/settings.css)
14:26:41	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/ionicons.eot?v=2.0.0	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/ionicons28b5.eot	(from https://zligger.com/css/ionicons.css)
14:26:43	188508/188508	---M--	200	added ('OK')	font/ttf	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/ionicons.ttf?v=2.0.0	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/ionicons28b5.ttf	(from https://zligger.com/css/ionicons.css)
14:26:43	67904/67904	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/ionicons.woff?v=2.0.0	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/ionicons28b5.woff	(from https://zligger.com/css/ionicons.css)
14:26:46	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/glyphicons-halflings-regular.eot	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/glyphicons-halflings-regular.eot	(from https://zligger.com/css/bootstrap.min.css)
14:26:46	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/ionicons.svg?v=2.0.0	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/ionicons28b5.svg	(from https://zligger.com/css/ionicons.css)
14:26:47	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/glyphicons-halflings-regular.eot?	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://zligger.com/css/bootstrap.min.css)
14:26:49	18028/18028	---M--	200	added ('OK')	font/woff2	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/glyphicons-halflings-regular.woff2	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/glyphicons-halflings-regular.woff2	(from https://zligger.com/css/bootstrap.min.css)
14:26:50	23424/23424	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/glyphicons-halflings-regular.woff	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/glyphicons-halflings-regular.woff	(from https://zligger.com/css/bootstrap.min.css)
14:26:52	45404/45404	---M--	200	added ('OK')	font/ttf	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/glyphicons-halflings-regular.ttf	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/glyphicons-halflings-regular.ttf	(from https://zligger.com/css/bootstrap.min.css)
14:26:53	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/fonts/glyphicons-halflings-regular.svg	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/fonts/glyphicons-halflings-regular.svg	(from https://zligger.com/css/bootstrap.min.css)
14:26:54	1917/1917	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20May%202015%2010:38:46%20GMT	https://zligger.com/images/rainbow-bar.jpg	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/rainbow-bar.jpg	(from https://zligger.com/css/style.css)
14:26:58	2718/2718	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2010:38:48%20GMT	https://zligger.com/images/icon-expand.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon-expand.png	(from https://zligger.com/css/style.css)
14:27:00	8044/8044	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/js/waypoints.min.js	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/js/waypoints.min.js	(from https://zligger.com/index.html_)
14:27:02	579431/579431	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Jan%202019%2022:47:49%20GMT	https://zligger.com/images/image1.jpg	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/image1.jpg	(from https://zligger.com/css/style.css)
14:27:04	188356/188356	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20May%202015%2010:38:49%20GMT	https://zligger.com/images/hero2.jpg	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/hero2.jpg	(from https://zligger.com/css/style.css)
14:27:04	0/-1	---M--	409	error ('')			https://zligger.com/js/contact-form.js	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/js/contact-form.html	(from https://zligger.com/index.html_)
14:27:04	0/-1	---M--	409	error ('')			https://zligger.com/js/contact-form.js	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/js/contact-form.html	(from https://zligger.com/index.html_)
